entity.num,entity.name,entity.categoryId,entity.message,entity.thumbnailUrl,entity.value,entity.pageUrl,entity.inventory,entity.margin,entity.visitcount,entity.blogType,entity.custom3,entity.custom4,entity.custom5,entity.custom6,entity.custom7,entity.custom8,entity.custom9,entity.custom10,...
57,Policy with Purpose: How to Create a Travel Program that Meets Both Employer and Employee Needs with Fox World Travel,blog,"In this episode of the SAP Concur Conversations podcast, experts share the âsecret sauceâ for building a world-class travel program (spoiler: your travel program is NOT a rotisserie chicken).",https://www.concur.com/sites/g/files/sqenrx226/files/styles/square/public/2023-02/policyblogimage.png?h=58062f3b&itok=RDXvGBWQ, ,https://www.concur.com/blog/article/policy-with-purpose-how-to-create-travel-program-that-meets-both-employer-and-employee, , ,133,Business Continuity, , , , , , , , ,
58,Future-Proof Your Organization for the Next Era of Business Travel,blog,"With Gen Z on track to make up roughly 30% of the U.S. workforce by 2030, meeting the expectations of these tech-savvy employees makes good business sense.",https://www.concur.com/sites/g/files/sqenrx226/files/styles/square/public/2023-01/284383_SAP_AI_PHONE_2836_Hi-Res_RGB_RET_2600.jpg?h=5377e872&itok=7Hn69fK3, ,https://www.concur.com/blog/article/future-proof-your-organization-for-next-era-business-travel, , ,134,Business Continuity, , , , , , , , ,
59,6 Questions to Ask When Incorporating Duty of Care into Your Travel Program,blog,"Over the past few years, employee wellness has taken center stage. Leaders are increasingly expected to weave wellness into the fabric of their companies, which means creating a culture of care is no",https://www.concur.com/sites/g/files/sqenrx226/files/styles/square/public/2023-01/272302_272302_l_srgb_s_gl.jpg?h=5258ae62&itok=y9GYSXve, ,https://www.concur.com/blog/article/6-questions-to-ask-when-incorporating-duty-care-into-your-travel-program, , ,135,Business Continuity, , , , , , , , ,
60,Save Costs on Ground Transportation Spend with Rideshare,blog,"If you could save your organization money and help your team travel more safely, would you? Rhetorical question â of course you would! Our quick fix: increase rideshare over other ground transportatio",https://www.concur.com/sites/g/files/sqenrx226/files/styles/square/public/2023-01/283504_GettyImages-726791257_super_2600.jpg?h=01ad7a6c&itok=BS0ig6hm, ,https://www.concur.com/blog/article/save-costs-on-ground-transportation-spend-with-rideshare, , ,136,Business Continuity, , , , , , , , ,
61,Taking the Wheel with Travel,blog,"Itâs no surprise that travel programs have been all over the road in the last few years. And as youâve tried to straighten things out again, leadership has been asking with more and more regularity th",https://www.concur.com/sites/g/files/sqenrx226/files/styles/square/public/2023-01/286073_GettyImages-683579688_2600.jpg?h=9a758656&itok=F3a1TYY7, ,https://www.concur.com/blog/article/taking-wheel-with-travel, , ,137,Business Continuity, , , , , , , , ,
62,The C-Suite is Wondering What Travel is Up To,blog,"Naturally, what matters to leadership matters to everyone. But the stress their scrutiny is causing is often only felt by the folks at the helm of your travel program. Like you, for example. And when",https://www.concur.com/sites/g/files/sqenrx226/files/styles/square/public/2023-01/280724_GettyImages-489632702_super_low.jpg?h=f20fc41e&itok=n8ho1LNx, ,https://www.concur.com/blog/article/c-suite-is-wondering-what-travel-is-up-to, , ,138,Business Continuity, , , , , , , , ,
63,How to Save Money on Travel With TripIt,blog,"In todayâs economy, travel-related costs can add up quickly. Planning a trip often means budgeting for high gas prices, fluctuating hotel and flight rates, inflation, and extra security measures, like",https://www.concur.com/sites/g/files/sqenrx226/files/styles/square/public/2023-01/279220_GettyImages-629646297_low.jpg?h=ebe54709&itok=JXIOYagj, ,https://www.concur.com/blog/article/how-to-save-money-on-travel-with-tripit, , ,139,Business Continuity, , , , , , , , ,
64,Duty of Care: Protecting Your Travelers Protects Your Bottom Line with Deloitte,blog,"Businesses balance many competing priorities. But no matter what else is stacked up against it, employee well-being tips the scale of importance every time. Over the past few years, employee wellness",https://www.concur.com/sites/g/files/sqenrx226/files/styles/square/public/2023-01/275691_275691_l_srgb_s_gl.jpg?h=dfaa3a43&itok=sEI6-SfX, ,https://www.concur.com/blog/article/duty-care-protecting-your-travelers-protects-your-bottom-line-with-deloitte, , ,140,Business Continuity, , , , , , , , ,
65,Where Are Your Travel & Expense Savings Hiding?,blog,"Much of the savings come by reducing the inefficiencies of doing business on paper, with spreadsheets or with semi-automated solutions. Things like the time spent filling out and submitting expense re",https://www.concur.com/sites/g/files/sqenrx226/files/styles/square/public/2022-12/pictry2.png?h=d75a05c1&itok=UdLN43iO, ,https://www.concur.com/blog/article/where-are-your-travel-expense-savings-hiding, , ,141,Business Continuity, , , , , , , , ,
66,24 Tips to Optimize Airfare Spend and Lower Travel Costs,blog,"To understand the trueÂ cost of travel, you must first crunch the numbers to learn how they affect your planning and bottom line. Fortunately, weâve done some of the analysis for you.",https://www.concur.com/sites/g/files/sqenrx226/files/styles/square/public/2023-02/280724_GettyImages-489632702_medium_jpg%20%281%29.jpg?h=f9d8433b&itok=O-n-0bxh, ,https://www.concur.com/blog/article/24-tips-to-optimize-airfare-spend-and-lower-travel-costs, , ,142,Business Continuity, , , , , , , , ,
67,Travel Priorities for Business Leaders in 2023,blog,"With lingering uncertainty as 2022 ends, 2023 will bring new challenges as a test of leadersâ abilities to do more with less. Here are Charlie Sultan's top predictions for the new year.",https://www.concur.com/sites/g/files/sqenrx226/files/styles/square/public/2022-12/290870_CONCUR.HOUSE_6426.jpg?h=cdcc5386&itok=IfZ4Gpwz, ,https://www.concur.com/blog/article/travel-priorities-for-business-leaders-in-2023, , ,143,Business Continuity, , , , , , , , ,
68,Rewriting the Rules: How the Next Generation Is Shaping the Future of Business Travel,blog,"Business travel has, without question, changed drastically over the past few years, leaving many wondering if it will ever be the same again. While itâs hard to know what exactly the future holds, the",https://www.concur.com/sites/g/files/sqenrx226/files/styles/square/public/2022-12/280781_GettyImages-531932944_medium_jpg.jpg?h=11012455&itok=kCOICOx1, ,https://www.concur.com/blog/article/rewriting-rules-how-next-generation-is-shaping-future-business-travel, , ,144,Business Continuity, , , , , , , , ,
69,New SAP Concur Partnership Integrates BlueSky with Concur TripLink to Bring End-to-End T&E Experience to China Market,blog,"To expand SAP Concur's travel options in China, in collaboration with select TMC partners, a new BlueSky integration with Concur TripLink provides an end-to-end travel and expense management solution.",https://www.concur.com/sites/g/files/sqenrx226/files/styles/square/public/2022-11/287567_GettyImages-1194852020%5B2362%5D.jpg?h=89556dd5&itok=Zl7oedHK, ,https://www.concur.com/blog/article/new-partnership-bluesky-concur-triplink-end-to-end-te-experience-china, , ,145,Business Continuity, , , , , , , , ,
70,Here's the Travel Expense Policy Template You Need,blog,"Setting clear guidelines is important in every aspect of business, particularly with your most valued audience â your employees.",https://www.concur.com/sites/g/files/sqenrx226/files/styles/square/public/blog/1509549722784-expense-template-2.jpg?h=25e02509&itok=CnYkg6zW, ,https://www.concur.com/blog/article/heres-travel-expense-policy-template-you-need, , ,146,Business Continuity, , , , , , , , ,
71,"Hear Why SAP Concur Solutions Are G2 Leaders for Travel, Expense, and Invoice Management",blog,"Our users have spoken (more thanÂ 5,000 of them!) and they have ranked us #1 across three categories.",https://www.concur.com/sites/g/files/sqenrx226/files/styles/square/public/blog/1621527267194-g2%20grid%20leader.png?h=f9bc105c&itok=IOBIvDng, ,https://www.concur.com/blog/article/hear-why-sap-concur-solutions-are-g2-leaders-travel-expense-and-invoice-management, , ,147,Business Continuity, , , , , , , , ,
72,Business Travel Technology Trends and Apps - Looking to the Future,blog,"The right travel apps and tools can eliminate many of the most stressful aspects of business travel, which helps business travelers do their jobs more efficiently and effectively.",https://www.concur.com/sites/g/files/sqenrx226/files/styles/square/public/2023-03/AdobeStock_246060487.jpeg?h=eef3f46b&itok=89GxjH7C, ,https://www.concur.com/blog/article/business-travel-technology-trends-and-apps-looking-future, , ,148,Business Continuity, , , , , , , , ,
73,What Is Top of Mind for SMB Travelers in 2022?,blog,The majority of the worldâs businessesâincluding more than 30 million in the U.S. aloneâfall within the small to medium-sized business (SMB) category. Defined for the purposes of the SAP Concur Global,https://www.concur.com/sites/g/files/sqenrx226/files/styles/square/public/2022-09/280789_GettyImages-535468759_medium_jpg.jpg?h=fa91dcbf&itok=gJlGuTNy, ,https://www.concur.com/blog/article/what-top-mind-smb-travelers-2022, , ,149,Business Continuity, , , , , , , , ,
74,"The Magic of Keeping It Simple: Implementing Travel, Expense, and Invoice Automation",blog,"Join us for this episode of SAP Concur Conversations as we dive into the importance of system integration and how project management experts, like those at Flexso, put the customer in the driverâs sea",https://www.concur.com/sites/g/files/sqenrx226/files/styles/square/public/2022-09/283071_GettyImages-83267401_2600.jpg?h=11ba1226&itok=RYsuda4s, ,https://www.concur.com/blog/article/magic-keeping-it-simple-implementing-travel-expense-and-invoice-automation, , ,150,Business Continuity, , , , , , , , ,
75,"If This Was a Game, Youâd be Winning",blog,"travel management isnât a game, but if you have the right tools, you can definitely win. If you want to keep looking and discover even more, check out this Fusion webinar for all the facts.",https://www.concur.com/sites/g/files/sqenrx226/files/styles/square/public/2022-09/287524_GettyImages-961027034_medium_jpg.jpg?h=175a8d2d&itok=bM7RTV_Z, ,https://www.concur.com/blog/article/if-was-game-youd-be-winning, , ,151,Business Continuity, , , , , , , , ,
76,Generational Perspectives on Business Travel and What They Mean for Businesses,blog,"See what our Global Business Travel Survey found, and how we recommend business leaders and travel managers use this information to guide their next steps.",https://www.concur.com/sites/g/files/sqenrx226/files/styles/square/public/2022-08/276185_276185_l_srgb_s_gl.jpg?h=edddb56b&itok=kOCx4isD, ,https://www.concur.com/blog/article/generational-perspectives-business-travel-what-they-mean-for-business, , ,152,Business Continuity, , , , , , , , ,
77,Is That an Unabridged Dictionary or Your Travel Policy?,blog,"A recent SAP Concur travel policies webinar helps put it all into perspective. In less than 30 minutes, it shifts prevailing corporate policy from status-quo, rules-heavy travel manuscripts to simple",https://www.concur.com/sites/g/files/sqenrx226/files/styles/square/public/2022-08/277219_277219_l_srgb_s_gl.jpg?h=e7ca5985&itok=YRW-Cld4, ,https://www.concur.com/blog/article/unabridged-dictionary-or-your-travel-policy, , ,153,Employee Experience, , , , , , , , ,
78,ItâsTime to Take the Wheel.,blog,"Reshaping travel in your company isnât like landing an aircraft, but to be honest, it might feel that way. Either way, itâs time to take the wheel of your program and start steering it in the right di",https://www.concur.com/sites/g/files/sqenrx226/files/styles/square/public/2022-08/282900_offset_580883_2600.jpg?h=80f227de&itok=VRWiPvKP, ,https://www.concur.com/blog/article/itstime-take-wheel, , ,154,Employee Experience, , , , , , , , ,
79,AMA Recap: Travel Policies and New Travel Trends,blog,Read the recap of our first SAP Concur Community AMA all about travel policies and new travel trends.,https://www.concur.com/sites/g/files/sqenrx226/files/styles/square/public/2022-08/273798_273798_l_srgb_s_gl.jpg?h=437756d9&itok=xxKhs-he, ,https://www.concur.com/blog/article/ama-recap-travel-policies-and-new-travel-trends, , ,155,Employee Experience, , , , , , , , ,
80,Our Travel Evolution: Building the Travel Platform of the Future,blog,"With the evolution of Concur Travel, weâre not just redesigning our corporate booking tool. We are building the travel platform of the future, across all travel products and partners.",https://www.concur.com/sites/g/files/sqenrx226/files/styles/square/public/2022-08/290808_CONCUR.HOUSE_7849.jpg?h=d8bcdf52&itok=Kv7dO_e9, ,https://www.concur.com/blog/article/our-travel-evolution-building-travel-platform-future, , ,156,Employee Experience, , , , , , , , ,
81,Business Travelers are Going Green,blog,Ninety-four percent of global business travelers plan to take steps over the next 12 months to reduce the environmental impact of their business travel.,https://www.concur.com/sites/g/files/sqenrx226/files/styles/square/public/2022-08/292502_GettyImages-1354075252_medium_jpg.jpg?h=bb5372ce&itok=ouq6VtRK, ,https://www.concur.com/blog/article/business-travelers-are-going-green, , ,157,Employee Experience, , , , , , , , ,
82,Make the Most of Every AP Moment with Automated Invoice Management,blog,"Concur Invoice fully integrates with the Concur Expense and Concur Travel solutions as well as with most major ERP and finance systems and an array of third-party apps and services, you can fit your",https://www.concur.com/sites/g/files/sqenrx226/files/styles/square/public/2022-08/288242_GettyImages-1279395370_medium_jpg.jpg?h=9a540c7e&itok=YzgBsNnB, ,https://www.concur.com/blog/article/make-most-every-ap-moment-automated-invoice-management, , ,158,Employee Experience, , , , , , , , ,
83,Does it Feel Like Smaller Companies Have Bigger Problems?,blog,"Just because you donât have thousands of employees, doesnât mean your problems are small. Our survey shows how that affects business travel.",https://www.concur.com/sites/g/files/sqenrx226/files/styles/square/public/2022-08/283069_GettyImages-525441211_2600.jpg?h=f9b48b10&itok=v7lQi3gq, ,https://www.concur.com/blog/article/does-it-feel-smaller-companies-have-bigger-problems, , ,159,Employee Experience, , , , , , , , ,
84,One Way to Reduce the Stress of Travel Management,blog,"According to our new Global Business Travel Survey, the challenge of being a travel manager in todayâs constantly evolving travel environment is more of a struggle than ever.",https://www.concur.com/sites/g/files/sqenrx226/files/styles/square/public/2022-08/285503_concur.hotel_.2018_00680_retouched.jpg?h=1a443ef7&itok=ZpB7QXt5, ,https://www.concur.com/blog/article/one-way-reduce-stress-travel-management, , ,160,Employee Experience, , , , , , , , ,
85,"Business Travelers are Ready to Go, but First a Few Requests",blog,"Business travel continues to change, and business travelers are speaking up about the changes theyâd like to see.",https://www.concur.com/sites/g/files/sqenrx226/files/styles/square/public/2022-08/282364_concur.airport_1649.jpg?h=974c5d4f&itok=dwlzX5-S, ,https://www.concur.com/blog/article/business-travelers-are-ready-go-first-few-requests, , ,161,Employee Experience, , , , , , , , ,
86,Seize Every Moment with a Strong and Agile Spend Management Strategy,blog,"Ultimately, the right spend management strategy is one that moves your business forward by helping your finance team, buyers, travelers, partners, and vendors work more efficiently and effectively to",https://www.concur.com/sites/g/files/sqenrx226/files/styles/square/public/2022-08/294051_GettyImages-1291801379_medium_jpg.jpg?h=e63061b6&itok=-esRka9J, ,https://www.concur.com/blog/article/seize-every-moment-strong-and-agile-spend-management-strategy, , ,162,Employee Experience, , , , , , , , ,
87,New Research Considers 2022 Impact on Business Travel,blog,"Overall willingness to travel for business in 2022 is high. Yet, 38% of global business travelers say that the trip itself is the most stressful stage of travelâa seven-point increase since 2021.",https://www.concur.com/sites/g/files/sqenrx226/files/styles/square/public/2022-08/290845_CONCUR.HOUSE_6502.jpg?h=e2ca9eb5&itok=t5kRVYKk, ,https://www.concur.com/blog/article/new-research-considers-2022-impact-business-travel, , ,163,Employee Experience, , , , , , , , ,
88,Viable for VAT? Verifying the Ins and Outs of Domestic and Foreign Tax Compliance with Blue dot,blog,"Employees are back to traveling for business, and with it, the requirement to track both domestic and foreign expenses for tax compliance initiatives abroad.",https://www.concur.com/sites/g/files/sqenrx226/files/styles/square/public/2022-07/iStock-1272198408.jpg?h=322e7988&itok=J97Ka1No, ,https://www.concur.com/blog/article/viable-vat-verifying-ins-and-outs-domestic-and-foreign-tax-compliance-blue-dot, , ,164,Employee Experience, , , , , , , , ,
89,Concur Travel & Expense Recognized as a 2022 Top-Rated Software by TrustRadius,blog,We're excited to share that Concur Travel & Expense has again been named a Top-Rated Expense Management Software in twoÂ categories by TrustRadius,https://www.concur.com/sites/g/files/sqenrx226/files/styles/square/public/2022-07/LinkedIn%20Post.png?h=3d5aa8ec&itok=x3gvP-ko, ,https://www.concur.com/blog/article/concur-travel-expense-recognized-top-rated-software-trustradius, , ,165,Employee Experience, , , , , , , , ,
90,Time to Measure Up: An SAP Concur Podcast Conversation About Sustainability with Thrust Carbon,blog,"Your organization doesnât need to commit to net zero today or completely change your travel policy. But if you start measuring and understanding, Brenna assures that âeverything will be exponentially",https://www.concur.com/sites/g/files/sqenrx226/files/styles/square/public/2022-07/multiethnic-office-conference-room-meeting-multicultural-team-of-four-picture-id1363105086.jpg?h=8bebd392&itok=tmKkHkhl, ,https://www.concur.com/blog/article/time-measure-sap-concur-podcast-conversation-about-sustainability-thrust-carbon, , ,166,Employee Experience, , , , , , , , ,
91,Concur Invoice ROI Review:  Why Walk When You Can Run?,blog,"When you look at what our customers have gained with automated invoice management, youâll better understand why they have a new-found love of all things AP. No leap of faith required.",https://www.concur.com/sites/g/files/sqenrx226/files/styles/square/public/2023-02/Why%20Walk%20Campaignsizing.png?h=d9fa0dbb&itok=sq3nTSv_, ,https://www.concur.com/blog/article/concur-invoice-roi-review-why-walk-when-you-can-run, , ,167,Travel and Expense, , , , , , , , ,
94,Making the Case for AP Automation at Your Company,blog,âLess paper and manual entry. Fewer lost invoices and late payment fees. More early pay discounts. Increased efficiency and productivity overall. Let us count the ways...,https://www.concur.com/sites/g/files/sqenrx226/files/styles/square/public/2023-01/272510_272510_l_srgb_s_gl.jpg?h=9d8e996a&itok=9CPmTH41, ,https://www.concur.com/blog/article/making-case-for-ap-automation-at-your-company, , ,170,Travel and Expense, , , , , , , , ,
95,Automating Invoice Process to Get Answers Your Company Needs,blog,"When the accounts payable team manages invoices and payments by hand, on paper, and with spreadsheets instead of taking advantage of automation, the costs go deeper than time spent processing forms an",https://www.concur.com/sites/g/files/sqenrx226/files/styles/square/public/2022-12/pic1220.png?h=ef965434&itok=mHB7HgFN, ,https://www.concur.com/blog/article/automating-invoice-process-to-get-answers-your-company-needs, , ,171,Travel and Expense, , , , , , , , ,
99,What Am I Supposed to Do With This?,blog,"Itâs something you probably ask yourself when opening an invoice you didnât expect or canât believe (or perhaps you use a different, more colorful phrase we canât repeat here). The fact is, no matter",https://www.concur.com/sites/g/files/sqenrx226/files/styles/square/public/2022-07/iStock-1358132468.jpg?h=01782104&itok=s9I5hClM, ,https://www.concur.com/blog/article/what-am-i-supposed-do, , ,175,Travel and Expense, , , , , , , , ,
100,Using Automation to End Invoice and Spending Frustration,blog,Capturing these spending decisions â the moments that can turn your company by degrees or turn it on its head â is critical.,https://www.concur.com/sites/g/files/sqenrx226/files/styles/square/public/2022-07/iStock-1320446756.jpg?h=078f095b&itok=-dT4t8Pn, ,https://www.concur.com/blog/article/using-automation-end-invoice-and-spending-frustration, , ,176,Travel and Expense, , , , , , , , ,
101,Level Up Spend Management to Provide Transparency and Accountability,blog,"Organizations that deploy an integrated spend management platform like SAP Concur solutions, manage their travel, expenses, and invoices in one simple platform, and see measurable savings and gains in",https://www.concur.com/sites/g/files/sqenrx226/files/styles/square/public/2022-07/285294_iStock-808157682%20%281%29.jpg?h=5ed957c0&itok=LwHPC18N, ,https://www.concur.com/blog/article/level-spend-management-provide-transparency-and-accountability, , ,177,Travel and Expense, , , , , , , , ,
102,Small Steps: The Key to Accounts Payable Automation,blog,"Your organizationâs accounts payable (AP) department, while operating in the background to most, has an impact on many parts of your companyâs operations. Itâs responsible for reviewing invoices, issu",https://www.concur.com/sites/g/files/sqenrx226/files/styles/square/public/2022-07/292641_GettyImages-532120626_large_jpg.jpg?h=99ebeaf7&itok=aFYMwTlI, ,https://www.concur.com/blog/article/small-steps-key-accounts-payable-automation, , ,178,Travel and Expense, , , , , , , , ,
103,Transform your Financial Data into Actionable Insights,blog,"Integrating your spend data does not mean you have to settle for a sup-par tool to track travel, expenses, and accounts payable invoices â you can get the best of both worlds.",https://www.concur.com/sites/g/files/sqenrx226/files/styles/square/public/2022-07/277209_277209_l_srgb_s_gl.jpg?h=600d9e3a&itok=XQm--iep, ,https://www.concur.com/blog/article/transform-your-financial-data-actionable-insights, , ,179,Travel and Expense, , , , , , , , ,
104,Four Ways to Simplify Invoice Management for the Hybrid Work World,blog,We are living in the midst of a work revolution What was once a gradual shift toward hybrid work hit seismic proportions over the past two years Working faster and smarter are no...,https://www.concur.com/sites/g/files/sqenrx226/files/styles/square/public/blog/1645132311946-businesswoman-working-on-laptop-at-a-cafe-picture-id1181893134.jpg?h=f33b8419&itok=6tseuXUu, ,https://www.concur.com/blog/article/four-ways-simplify-invoice-management-hybrid-work-world, , ,180,Travel and Expense, , , , , , , , ,
105,Is This Outdated Process Costing Your Business?,blog,You might be surprised to find out how much automating workflows includingÂ invoice management can save your businessboth in terms of your operating dollars and your sanity Because...,https://www.concur.com/sites/g/files/sqenrx226/files/styles/square/public/blog/1570472611117-shutterstock-1486526204.jpg?h=4432eccb&itok=nFMjB6vX, ,https://www.concur.com/blog/article/outdated-process-costing-your-business, , ,181,Travel and Expense, , , , , , , , ,
106,"Concur Solutions Overview: Concur Travel, Expense, and Invoice",blog,SAP Concur solutions connect the primary pieces of business travel and spend so you can focus on what matters most to your business Concur Travel Concur Expense and Concur Invoice work...,https://www.concur.com/sites/g/files/sqenrx226/files/styles/square/public/2022-07/282854_offset_571017_2600.jpg?h=dfaa3a43&itok=5BMOxtvO, ,https://www.concur.com/blog/article/concur-solutions-overview-concur-travel-expense-and-invoice, , ,182,Travel and Expense, , , , , , , , ,
107,Concur Invoice Demo: Discover How to Automate Invoices,blog,Vendor invoices are a critical part of your business and theyre a strong indicator of financial health and cash flow Thats why its necessary to have an invoice management solution that...,https://www.concur.com/sites/g/files/sqenrx226/files/styles/square/public/blog/1550261020280-invoice-demo-blog.jpg?h=4432eccb&itok=4EJeoFWX, ,https://www.concur.com/blog/article/concur-invoice-demo-discover-how-automate-invoices, , ,183,Travel and Expense, , , , , , , , ,
108,Best Practices from Bright Minds: â¨How to Leverage the Power of the SAP Concur Customer Community,blog,We all know two heads can be better than one But what about  Whether you want to take your travel expense and invoice TEI management knowledge to the next level introduce new best...,https://www.concur.com/sites/g/files/sqenrx226/files/styles/square/public/blog/1632361995304-best%20practices%20from%20bright%20minds.png?h=bd45d64e&itok=2uiRyahC, ,https://www.concur.com/blog/article/best-practices-bright-minds-how-leverage-power-sap-concur-customer-community, , ,184,Travel and Expense, , , , , , , , ,
109,We Make Learning Easy: How the SAP Concur Customer Community Keeps You in the Know,blog,Like many business functions travel expense and invoice TEI management continues to evolve From technology improvements to regulatory updates to worldwide events the amount of...,https://www.concur.com/sites/g/files/sqenrx226/files/styles/square/public/blog/1632771542517-untitled-1.png?h=bd45d64e&itok=p_uEQLSJ, ,https://www.concur.com/blog/article/we-make-learning-easy-how-sap-concur-customer-community-keeps-you-know, , ,185,Travel and Expense, , , , , , , , ,
110,Thereâs No Spend to Waste: Why Itâs Time to Fully Digitize Your Spend Management,blog,"Your future business resilience and agility relies on your actions today. Take the first step toward digitizing your expense, travel, and invoice management.",https://www.concur.com/sites/g/files/sqenrx226/files/styles/square/public/blog/1629821285478-young-afro-woman-listening-music-picture-id1190895689.jpg?h=f33b8419&itok=Seh-EaKT, ,https://www.concur.com/blog/article/theres-no-spend-waste-why-its-time-fully-digitize-your-spend-management, , ,186,Travel and Expense, , , , , , , , ,
111,You Have an ERP System. Do You Really Need AP Automation?,blog,You might be using an ERP to manage your various financial processes today but is it giving you everything you want or needparticularly when it comes to managing vendor invoices...,https://www.concur.com/sites/g/files/sqenrx226/files/styles/square/public/blog/1628699272309-woman-using-laptop-while-sitting-at-home-picture-id1212597557.jpg?h=f33b8419&itok=V6-y_QLg, ,https://www.concur.com/blog/article/you-have-erp-system-do-you-really-need-ap-automation, , ,187,Travel and Expense, , , , , , , , ,
112,Comdata Announces Integrated Virtual Card Solution for Businesses Using Concur Invoice,blog,Comdata has unveiled a native integration with Concur Invoice offering businesses a streamlined  and paperless  way to receive invoices from suppliers and execute secure electronic...,https://www.concur.com/sites/g/files/sqenrx226/files/styles/square/public/blog/1623368628374-young-woman-using-laptop-comfortably-at-home-picture-id1213526427.jpg?h=f33b8419&itok=o1lcpHiv, ,https://www.concur.com/blog/article/comdata-announces-integrated-virtual-card-solution-businesses-using-concur-invoice, , ,188,Control Company Costs, , , , , , , , ,
113,Brex and SAP Concur Partnership Expands Through Brex Rewards Center,blog,We continue to build on our financial servicesbanking partner relationships allowing greater flexibility and choice for customers using Concur Expense and Concur Invoice Recently...,https://www.concur.com/sites/g/files/sqenrx226/files/styles/square/public/blog/1616539188499-brex.png?h=bd45d64e&itok=A7Y6eCjd, ,https://www.concur.com/blog/article/brex-and-sap-concur-partnership-expands-through-brex-rewards-center, , ,189,Control Company Costs, , , , , , , , ,
114,Do You Have a Supplier Invoice Policy in Place?,blog,A supplier invoice policy is one of those documents that every business should have.,https://www.concur.com/sites/g/files/sqenrx226/files/styles/square/public/blog/1556301989581-shutterstock-1221904882.jpg?h=d9d6dd6d&itok=oGJPbMAY, ,https://www.concur.com/blog/article/do-you-have-supplier-invoice-policy-place, , ,190,Control Company Costs, , , , , , , , ,
115,What is Invoice Automation?,blog,AP automationÂ is the use of software to digitize the vendor invoicing process and create faster leaner more costeffective AP workflows No more paper receipts No forwarding invoices in...,https://www.concur.com/sites/g/files/sqenrx226/files/styles/square/public/blog/1564677272915-shutterstock-352309853.jpg?h=4432eccb&itok=xBfsW8fu, ,https://www.concur.com/blog/article/what-invoice-automation, , ,191,Control Company Costs, , , , , , , , ,
116,Does Your Spend Management Solution Feel Like Itâs Solving Anything?,blog,You keep a sharp eye on spending but every now and then youre bound to blink Think about it If youre missing any amount of expenses or anything on your invoices youre not in full...,https://www.concur.com/sites/g/files/sqenrx226/files/styles/square/public/blog/1607021458280-young-beautiful-asian-woman-using-smartphone-and-credit-card-for-at-picture-id1064255822.jpg?h=f33b8419&itok=7917-54a, ,https://www.concur.com/blog/article/does-your-spend-management-solution-feel-its-solving-anything, , ,192,Control Company Costs, , , , , , , , ,
